HINCP,RNTP,MRGP,NP,HHT_label,TEN_label,BLDG_AGE_dec
260000,1900,0,1,Nonfamily household: Male householder: Living alone,Rented,5
75000,1600,0,2,Nonfamily household: Male householder: Not living alone,Rented,2
75000,1600,0,2,Nonfamily household: Male householder: Not living alone,Rented,2
25000,1400,0,5,Married couple household,Rented,3
25000,1400,0,5,Married couple household,Rented,3
25000,1400,0,5,Married couple household,Rented,3
25000,1400,0,5,Married couple household,Rented,3
25000,1400,0,5,Married couple household,Rented,3
281000,0,2400,3,Married couple household,Owned with mortgage or loan (include home equity loans),1
281000,0,2400,3,Married couple household,Owned with mortgage or loan (include home equity loans),1
281000,0,2400,3,Married couple household,Owned with mortgage or loan (include home equity loans),1
245200,0,2000,2,Married couple household,Owned with mortgage or loan (include home equity loans),1
245200,0,2000,2,Married couple household,Owned with mortgage or loan (include home equity loans),1
75500,1200,0,1,Nonfamily household: Female householder: Living alone,Rented,0
58000,0,1800,2,"Other family household: Female householder, no spouse present",Owned with mortgage or loan (include home equity loans),3
58000,0,1800,2,"Other family household: Female householder, no spouse present",Owned with mortgage or loan (include home equity loans),3
124100,0,2500,4,Married couple household,Owned with mortgage or loan (include home equity loans),4
124100,0,2500,4,Married couple household,Owned with mortgage or loan (include home equity loans),4
124100,0,2500,4,Married couple household,Owned with mortgage or loan (include home equity loans),4
124100,0,2500,4,Married couple household,Owned with mortgage or loan (include home equity loans),4
112000,0,2700,6,Married couple household,Owned with mortgage or loan (include home equity loans),1
112000,0,2700,6,Married couple household,Owned with mortgage or loan (include home equity loans),1
112000,0,2700,6,Married couple household,Owned with mortgage or loan (include home equity loans),1
112000,0,2700,6,Married couple household,Owned with mortgage or loan (include home equity loans),1
112000,0,2700,6,Married couple household,Owned with mortgage or loan (include home equity loans),1
112000,0,2700,6,Married couple household,Owned with mortgage or loan (include home equity loans),1
46300,1100,0,1,Nonfamily household: Female householder: Living alone,Rented,3
145000,1500,0,2,Nonfamily household: Male householder: Not living alone,Rented,5
145000,1500,0,2,Nonfamily household: Male householder: Not living alone,Rented,5
207000,0,1600,5,Married couple household,Owned with mortgage or loan (include home equity loans),1
207000,0,1600,5,Married couple household,Owned with mortgage or loan (include home equity loans),1
207000,0,1600,5,Married couple household,Owned with mortgage or loan (include home equity loans),1
207000,0,1600,5,Married couple household,Owned with mortgage or loan (include home equity loans),1
207000,0,1600,5,Married couple household,Owned with mortgage or loan (include home equity loans),1
468000,2000,0,2,"Other family household: Female householder, no spouse present",Rented,2
468000,2000,0,2,"Other family household: Female householder, no spouse present",Rented,2
75000,1500,0,3,Married couple household,Rented,2
75000,1500,0,3,Married couple household,Rented,2
75000,1500,0,3,Married couple household,Rented,2
109000,0,1700,2,Married couple household,Owned with mortgage or loan (include home equity loans),5
109000,0,1700,2,Married couple household,Owned with mortgage or loan (include home equity loans),5
25000,900,0,1,Nonfamily household: Male householder: Living alone,Rented,3
20000,680,0,1,Nonfamily household: Male householder: Living alone,Rented,0
197060,0,3400,4,Married couple household,Owned with mortgage or loan (include home equity loans),2
197060,0,3400,4,Married couple household,Owned with mortgage or loan (include home equity loans),2
197060,0,3400,4,Married couple household,Owned with mortgage or loan (include home equity loans),2
197060,0,3400,4,Married couple household,Owned with mortgage or loan (include home equity loans),2
25000,1100,0,1,Nonfamily household: Female householder: Living alone,Rented,0
177400,0,2300,2,Married couple household,Owned with mortgage or loan (include home equity loans),5
177400,0,2300,2,Married couple household,Owned with mortgage or loan (include home equity loans),5
127000,0,640,2,Married couple household,Owned with mortgage or loan (include home equity loans),0
127000,0,640,2,Married couple household,Owned with mortgage or loan (include home equity loans),0
130000,0,1800,2,"Other family household: Male householder, no spouse present",Owned with mortgage or loan (include home equity loans),1
130000,0,1800,2,"Other family household: Male householder, no spouse present",Owned with mortgage or loan (include home equity loans),1
73000,1600,0,3,Married couple household,Rented,1
73000,1600,0,3,Married couple household,Rented,1
73000,1600,0,3,Married couple household,Rented,1
105000,0,1200,3,Married couple household,Owned with mortgage or loan (include home equity loans),1
105000,0,1200,3,Married couple household,Owned with mortgage or loan (include home equity loans),1
105000,0,1200,3,Married couple household,Owned with mortgage or loan (include home equity loans),1
184000,0,2000,2,Married couple household,Owned with mortgage or loan (include home equity loans),3
184000,0,2000,2,Married couple household,Owned with mortgage or loan (include home equity loans),3
74020,0,1400,1,Nonfamily household: Male householder: Living alone,Owned with mortgage or loan (include home equity loans),2
14000,350,0,1,Nonfamily household: Female householder: Living alone,Rented,4
159500,0,60,2,Married couple household,Owned with mortgage or loan (include home equity loans),4
159500,0,60,2,Married couple household,Owned with mortgage or loan (include home equity loans),4
65000,0,1300,1,Nonfamily household: Male householder: Living alone,Owned with mortgage or loan (include home equity loans),0
548000,0,1600,3,Married couple household,Owned with mortgage or loan (include home equity loans),1
548000,0,1600,3,Married couple household,Owned with mortgage or loan (include home equity loans),1
548000,0,1600,3,Married couple household,Owned with mortgage or loan (include home equity loans),1
45000,1000,0,1,Nonfamily household: Female householder: Living alone,Rented,5
17800,490,0,1,Nonfamily household: Female householder: Living alone,Rented,1
83000,0,1100,2,Married couple household,Owned with mortgage or loan (include home equity loans),3
83000,0,1100,2,Married couple household,Owned with mortgage or loan (include home equity loans),3
35000,1500,0,2,Nonfamily household: Male householder: Not living alone,Rented,4
35000,1500,0,2,Nonfamily household: Male householder: Not living alone,Rented,4
116000,830,0,2,Married couple household,Rented,3
116000,830,0,2,Married couple household,Rented,3
152500,1800,0,3,Married couple household,Rented,3
152500,1800,0,3,Married couple household,Rented,3
152500,1800,0,3,Married couple household,Rented,3
28800,900,0,1,Nonfamily household: Female householder: Living alone,Rented,2
76000,0,510,7,Married couple household,Owned with mortgage or loan (include home equity loans),0
76000,0,510,7,Married couple household,Owned with mortgage or loan (include home equity loans),0
76000,0,510,7,Married couple household,Owned with mortgage or loan (include home equity loans),0
76000,0,510,7,Married couple household,Owned with mortgage or loan (include home equity loans),0
76000,0,510,7,Married couple household,Owned with mortgage or loan (include home equity loans),0
76000,0,510,7,Married couple household,Owned with mortgage or loan (include home equity loans),0
76000,0,510,7,Married couple household,Owned with mortgage or loan (include home equity loans),0
195000,0,1300,3,Nonfamily household: Male householder: Not living alone,Owned with mortgage or loan (include home equity loans),1
195000,0,1300,3,Nonfamily household: Male householder: Not living alone,Owned with mortgage or loan (include home equity loans),1
195000,0,1300,3,Nonfamily household: Male householder: Not living alone,Owned with mortgage or loan (include home equity loans),1
65000,880,0,1,Nonfamily household: Male householder: Living alone,Rented,3
120500,1800,0,3,Nonfamily household: Male householder: Not living alone,Rented,0
120500,1800,0,3,Nonfamily household: Male householder: Not living alone,Rented,0
120500,1800,0,3,Nonfamily household: Male householder: Not living alone,Rented,0
310000,0,5100,2,Married couple household,Owned with mortgage or loan (include home equity loans),6
310000,0,5100,2,Married couple household,Owned with mortgage or loan (include home equity loans),6
145500,0,1400,3,Married couple household,Owned with mortgage or loan (include home equity loans),1
145500,0,1400,3,Married couple household,Owned with mortgage or loan (include home equity loans),1
145500,0,1400,3,Married couple household,Owned with mortgage or loan (include home equity loans),1
128000,1700,0,3,Nonfamily household: Male householder: Not living alone,Rented,4
128000,1700,0,3,Nonfamily household: Male householder: Not living alone,Rented,4
